name,loc,year,env,Yield.Mg.ha
W9304-2,OR,2012,OR_2012,67.11
W9306-1,OR,2012,OR_2012,60.72
A00188-3C,OR,2013,OR_2013,73.5
A00188-3C,OR,2013,OR_2013,83.09
A01143-3C,OR,2013,OR_2013,86.29
A01143-3C,OR,2013,OR_2013,95.88
Accumulator,OR,2013,OR_2013,99.07
Accumulator,OR,2013,OR_2013,118.25
AF4157-6,OR,2013,OR_2013,54.33
AF4157-6,OR,2013,OR_2013,60.72
AF4552-5,OR,2013,OR_2013,76.7
AF4552-5,OR,2013,OR_2013,89.48
AF4573-2,OR,2013,OR_2013,79.9
AF4573-2,OR,2013,OR_2013,95.88
AF4648-2,OR,2013,OR_2013,60.72
AF4648-2,OR,2013,OR_2013,63.92
AF4736-10,OR,2013,OR_2013,79.9
AF4740-1,OR,2013,OR_2013,57.53
AF4747-5,OR,2013,OR_2013,73.5
AF4971-3,OR,2013,OR_2013,79.9
AF4975-3,OR,2013,OR_2013,54.33
AF5038-1,OR,2013,OR_2013,76.7
AF5038-6,OR,2013,OR_2013,86.29
AF5040-8,OR,2013,OR_2013,67.11
AF5081-4,OR,2013,OR_2013,73.5
AF5138-2,OR,2013,OR_2013,79.9
AF5142-3,OR,2013,OR_2013,47.94
AF5152-2,OR,2013,OR_2013,70.31
AF5152-3,OR,2013,OR_2013,76.7
AF5320-1,OR,2013,OR_2013,73.5
Atlantic,OR,2013,OR_2013,76.7
Atlantic,OR,2013,OR_2013,83.09
Atlantic,OR,2013,OR_2013,83.09
B2842-1,OR,2013,OR_2013,83.09
B2869-15,OR,2013,OR_2013,60.72
B2869-20,OR,2013,OR_2013,70.31
B2869-29,OR,2013,OR_2013,95.88
B2883-11,OR,2013,OR_2013,57.53
B2895-8,OR,2013,OR_2013,99.07
B2904-2,OR,2013,OR_2013,86.29
B2936-2,OR,2013,OR_2013,83.09
B2947-4,OR,2013,OR_2013,67.11
B2947-8,OR,2013,OR_2013,95.88
B2950-2,OR,2013,OR_2013,86.29
B2950-3,OR,2013,OR_2013,86.29
B2960-4,OR,2013,OR_2013,79.9
BNC311-4,OR,2013,OR_2013,67.11
BNC313-3,OR,2013,OR_2013,57.53
BNC317-8,OR,2013,OR_2013,67.11
CO02024-9W,OR,2013,OR_2013,86.29
CO02024-9W,OR,2013,OR_2013,92.68
CO02033-1W,OR,2013,OR_2013,70.31
CO02033-1W,OR,2013,OR_2013,79.9
CO05061-2P,OR,2013,OR_2013,44.74
CO05061-2P,OR,2013,OR_2013,57.53
CO05061-6W,OR,2013,OR_2013,73.5
CO05061-6W,OR,2013,OR_2013,79.9
Hodag,OR,2013,OR_2013,76.7
Hodag,OR,2013,OR_2013,95.88
Manistee,OR,2013,OR_2013,63.92
Manistee,OR,2013,OR_2013,70.31
MSK061-4,OR,2013,OR_2013,79.9
MSK061-4,OR,2013,OR_2013,83.09
MSL007-B,OR,2013,OR_2013,63.92
MSL007-B,OR,2013,OR_2013,67.11
MSM246-B,OR,2013,OR_2013,83.09
MSM246-B,OR,2013,OR_2013,86.29
MSN190-2,OR,2013,OR_2013,54.33
MSN190-2,OR,2013,OR_2013,60.72
MSQ086-3,OR,2013,OR_2013,86.29
MSQ086-3,OR,2013,OR_2013,92.68
MSQ089-1,OR,2013,OR_2013,86.29
MSQ089-1,OR,2013,OR_2013,95.88
MSR058-1,OR,2013,OR_2013,73.5
MSR058-1,OR,2013,OR_2013,79.9
MSR061-1,OR,2013,OR_2013,57.53
MSR061-1,OR,2013,OR_2013,70.31
MSR127-2,OR,2013,OR_2013,83.09
MSR127-2,OR,2013,OR_2013,95.88
MSR128-4Y,OR,2013,OR_2013,73.5
MSR128-4Y,OR,2013,OR_2013,73.5
MSR157-1Y,OR,2013,OR_2013,67.11
MSR157-1Y,OR,2013,OR_2013,83.09
MSR169-8Y,OR,2013,OR_2013,73.5
MSR169-8Y,OR,2013,OR_2013,73.5
MSS428-2,OR,2013,OR_2013,92.68
MSS428-2,OR,2013,OR_2013,105.46
MST096-2Y,OR,2013,OR_2013,60.72
MST096-2Y,OR,2013,OR_2013,63.92
MST154-3,OR,2013,OR_2013,51.13
MST184-3,OR,2013,OR_2013,60.72
MST184-3,OR,2013,OR_2013,70.31
MST186-1Y,OR,2013,OR_2013,79.9
MST186-1Y,OR,2013,OR_2013,95.88
MST191-2Y,OR,2013,OR_2013,105.46
MST229-1,OR,2013,OR_2013,57.53
MST412-3,OR,2013,OR_2013,76.7
MST412-3,OR,2013,OR_2013,99.07
MST441-1,OR,2013,OR_2013,57.53
MSU245-1,OR,2013,OR_2013,83.09
MSV030-4,OR,2013,OR_2013,67.11
MSV241-2,OR,2013,OR_2013,79.9
MSV358-3,OR,2013,OR_2013,83.09
MSV380-1,OR,2013,OR_2013,57.53
MSV394-3,OR,2013,OR_2013,63.92
MSV498-1,OR,2013,OR_2013,95.88
MSV505-2,OR,2013,OR_2013,54.33
MSW068-4,OR,2013,OR_2013,76.7
MSW075-1,OR,2013,OR_2013,86.29
MSW123-3,OR,2013,OR_2013,73.5
MSW252-2,OR,2013,OR_2013,60.72
MSW259-6,OR,2013,OR_2013,111.85
MSW293-1,OR,2013,OR_2013,57.53
MSW299-2,OR,2013,OR_2013,70.31
MSW326-6,OR,2013,OR_2013,63.92
MSW450-1,OR,2013,OR_2013,44.74
MSW474-1,OR,2013,OR_2013,95.88
MSW485-2,OR,2013,OR_2013,99.07
MSW500-4,OR,2013,OR_2013,54.33
MSW501-5,OR,2013,OR_2013,73.5
MSW509-5,OR,2013,OR_2013,89.48
NDA081453CAB-2C,OR,2013,OR_2013,76.7
NDTX060700C-1W,OR,2013,OR_2013,35.15
NDTX071109C-1W,OR,2013,OR_2013,67.11
NDTX091908AB-2W,OR,2013,OR_2013,63.92
NY152,OR,2013,OR_2013,83.09
NY152,OR,2013,OR_2013,95.88
NY153,OR,2013,OR_2013,54.33
NY153,OR,2013,OR_2013,89.48
NY156,OR,2013,OR_2013,79.9
NY156,OR,2013,OR_2013,83.09
NYJ112-2,OR,2013,OR_2013,54.33
NYJ112-2,OR,2013,OR_2013,63.92
NYJ2-29,OR,2013,OR_2013,76.7
NYJ2-29,OR,2013,OR_2013,83.09
NYWJ11-5,OR,2013,OR_2013,86.29
Snowden,OR,2013,OR_2013,83.09
Snowden,OR,2013,OR_2013,86.29
Snowden,OR,2013,OR_2013,102.27
TX09396-1W,OR,2013,OR_2013,63.92
W6822-3,OR,2013,OR_2013,76.7
W6822-3,OR,2013,OR_2013,92.68
W8587-4,OR,2013,OR_2013,54.33
W8603-1,OR,2013,OR_2013,73.5
W8603-1,OR,2013,OR_2013,79.9
W8822-1,OR,2013,OR_2013,76.7
W8822-1,OR,2013,OR_2013,83.09
W8848-3,OR,2013,OR_2013,63.92
W8848-3,OR,2013,OR_2013,73.5
W8867-5,OR,2013,OR_2013,79.9
W8867-5,OR,2013,OR_2013,83.09
W8867-7,OR,2013,OR_2013,63.92
W8867-7,OR,2013,OR_2013,67.11
W9200-13,OR,2013,OR_2013,70.31
W9200-13,OR,2013,OR_2013,70.31
W9200-7,OR,2013,OR_2013,67.11
W9202-2,OR,2013,OR_2013,73.5
W9252-7,OR,2013,OR_2013,73.5
W9252-7,OR,2013,OR_2013,76.7
W9285-3Y,OR,2013,OR_2013,67.11
W9306-1,OR,2013,OR_2013,70.31
W9306-1,OR,2013,OR_2013,76.7
W9577-6Y,OR,2013,OR_2013,131.03
W9632-1,OR,2013,OR_2013,60.72
W9632-1,OR,2013,OR_2013,63.92
W9652-1,OR,2013,OR_2013,76.7
W9652-1,OR,2013,OR_2013,79.9
A00188-3C,OR,2014,OR_2014,100.67
A00188-3C,OR,2014,OR_2014,108.02
A01143-3C,OR,2014,OR_2014,101.63
A01143-3C,OR,2014,OR_2014,125.6
AF4442-4,OR,2014,OR_2014,75.42
AF4442-4,OR,2014,OR_2014,76.06
AF4552-5,OR,2014,OR_2014,114.73
AF4552-5,OR,2014,OR_2014,128.79
AF4648-2,OR,2014,OR_2014,94.6
AF4648-2,OR,2014,OR_2014,94.6
AF4971-3,OR,2014,OR_2014,108.98
AF4975-3,OR,2014,OR_2014,85.33
AF4975-3,OR,2014,OR_2014,101.63
AF5033-13,OR,2014,OR_2014,81.17
AF5039-11,OR,2014,OR_2014,28.44
AF5039-15,OR,2014,OR_2014,54.65
AF5040-8,OR,2014,OR_2014,89.8
AF5040-8,OR,2014,OR_2014,129.43
AF5044-21,OR,2014,OR_2014,52.41
AF5142-1,OR,2014,OR_2014,89.16
AF5152-2,OR,2014,OR_2014,90.76
AF5152-2,OR,2014,OR_2014,94.28
AF5152-3,OR,2014,OR_2014,71.59
AF5153-11,OR,2014,OR_2014,79.58
AF5280-2,OR,2014,OR_2014,94.6
AF5281-4,OR,2014,OR_2014,40.59
AF5292-4,OR,2014,OR_2014,69.35
AF5332-2,OR,2014,OR_2014,71.91
AF5386-4,OR,2014,OR_2014,66.79
AF5387-6,OR,2014,OR_2014,102.27
AF5392-8,OR,2014,OR_2014,58.48
AF5425-6,OR,2014,OR_2014,57.53
AF5426-3,OR,2014,OR_2014,85.01
AF5432-5,OR,2014,OR_2014,135.18
AF5445-4,OR,2014,OR_2014,113.45
AF5446-11,OR,2014,OR_2014,50.49
AF5447-10,OR,2014,OR_2014,45.06
AFW5039-1,OR,2014,OR_2014,130.07
Atlantic,OR,2014,OR_2014,87.25
Atlantic,OR,2014,OR_2014,87.25
Atlantic,OR,2014,OR_2014,108.34
Atlantic,OR,2014,OR_2014,108.34
Atlantic,OR,2014,OR_2014,109.62
B2827-12,OR,2014,OR_2014,71.91
B2842-1,OR,2014,OR_2014,139.98
B2842-1,OR,2014,OR_2014,150.2
B2869-20,OR,2014,OR_2014,60.08
B2869-20,OR,2014,OR_2014,71.27
B2869-29,OR,2014,OR_2014,72.23
B2869-29,OR,2014,OR_2014,149.57
B2883-11,OR,2014,OR_2014,60.08
B2883-11,OR,2014,OR_2014,82.13
B2890-11,OR,2014,OR_2014,70.95
B2895-8,OR,2014,OR_2014,74.14
B2895-8,OR,2014,OR_2014,121.12
B2904-2,OR,2014,OR_2014,109.3
B2904-2,OR,2014,OR_2014,125.92
B2908-3,OR,2014,OR_2014,67.11
B2936-2,OR,2014,OR_2014,78.3
B2936-2,OR,2014,OR_2014,100.99
B2947-4,OR,2014,OR_2014,87.57
B2947-4,OR,2014,OR_2014,97.15
B2947-8,OR,2014,OR_2014,62.32
B2947-8,OR,2014,OR_2014,139.02
B2950-2,OR,2014,OR_2014,62
B2950-2,OR,2014,OR_2014,102.59
B2950-3,OR,2014,OR_2014,83.41
B2950-3,OR,2014,OR_2014,87.89
B2960-4,OR,2014,OR_2014,85.33
B2960-4,OR,2014,OR_2014,128.79
B2971-2,OR,2014,OR_2014,106.74
B2981-3,OR,2014,OR_2014,66.15
B2981-5,OR,2014,OR_2014,93
B2993-6,OR,2014,OR_2014,51.13
B2996-1,OR,2014,OR_2014,76.06
B2999-6,OR,2014,OR_2014,49.22
B3000-1,OR,2014,OR_2014,92.68
B3002-1,OR,2014,OR_2014,97.79
B3003-1,OR,2014,OR_2014,44.74
B3003-10,OR,2014,OR_2014,79.26
B3005-7,OR,2014,OR_2014,83.41
B3005-9,OR,2014,OR_2014,77.34
B3012-3,OR,2014,OR_2014,80.22
B3012-7,OR,2014,OR_2014,50.17
B3015-1,OR,2014,OR_2014,87.89
BNC311-4,OR,2014,OR_2014,52.41
BNC311-4,OR,2014,OR_2014,108.34
BNC366-1,OR,2014,OR_2014,80.54
BNC371-2,OR,2014,OR_2014,100.99
CO05061-6W,OR,2014,OR_2014,79.9
CO05061-6W,OR,2014,OR_2014,99.07
CO07070-10W,OR,2014,OR_2014,89.16
CO07070-13W,OR,2014,OR_2014,86.93
Lamoka,OR,2014,OR_2014,74.14
Lamoka,OR,2014,OR_2014,83.41
Lamoka,OR,2014,OR_2014,96.83
Lamoka,OR,2014,OR_2014,97.15
MSM246-B,OR,2014,OR_2014,82.13
MSM246-B,OR,2014,OR_2014,95.88
MSQ089-1,OR,2014,OR_2014,65.2
MSQ089-1,OR,2014,OR_2014,75.1
MSR061-1,OR,2014,OR_2014,95.24
MSR061-1,OR,2014,OR_2014,133.27
MSR127-2,OR,2014,OR_2014,83.09
MSR127-2,OR,2014,OR_2014,84.69
MSS428-2,OR,2014,OR_2014,110.26
MSS428-2,OR,2014,OR_2014,145.09
MST184-3,OR,2014,OR_2014,59.44
MST184-3,OR,2014,OR_2014,84.69
MST186-1Y,OR,2014,OR_2014,92.36
MST186-1Y,OR,2014,OR_2014,113.45
MST191-2Y,OR,2014,OR_2014,85.97
MST191-2Y,OR,2014,OR_2014,131.03
MST229-1,OR,2014,OR_2014,82.77
MSU245-1,OR,2014,OR_2014,128.15
MSV030-4,OR,2014,OR_2014,59.44
MSV030-4,OR,2014,OR_2014,65.2
MSV093-1,OR,2014,OR_2014,171.94
MSV111-1,OR,2014,OR_2014,107.7
MSV241-2,OR,2014,OR_2014,63.6
MSV241-2,OR,2014,OR_2014,105.78
MSV358-3,OR,2014,OR_2014,38.67
MSV358-3,OR,2014,OR_2014,69.67
MSV380-1,OR,2014,OR_2014,73.18
MSV394-3,OR,2014,OR_2014,83.09
MSV498-1,OR,2014,OR_2014,106.74
MSV498-1,OR,2014,OR_2014,135.5
MSV505-2,OR,2014,OR_2014,60.08
MSV507-007,OR,2014,OR_2014,100.67
MSV507-094,OR,2014,OR_2014,70.95
MSV507-100,OR,2014,OR_2014,122.08
MSV507-128,OR,2014,OR_2014,61.68
MSV507-143,OR,2014,OR_2014,99.39
MSV507-146,OR,2014,OR_2014,95.24
MSV507-198,OR,2014,OR_2014,92.36
MSW075-1,OR,2014,OR_2014,85.65
MSW138-2,OR,2014,OR_2014,107.7
MSW168-2,OR,2014,OR_2014,104.18
MSW259-6,OR,2014,OR_2014,99.07
MSW259-6,OR,2014,OR_2014,103.23
MSW293-1,OR,2014,OR_2014,110.26
MSW474-1,OR,2014,OR_2014,142.85
MSW485-2,OR,2014,OR_2014,115.69
MSW485-2,OR,2014,OR_2014,120.8
MSX150-1,OR,2014,OR_2014,163.31
MSX240-3,OR,2014,OR_2014,93.96
MSX245-2Y,OR,2014,OR_2014,150.84
MSX540-4,OR,2014,OR_2014,89.48
MSX542-2,OR,2014,OR_2014,128.15
NC302-12,OR,2014,OR_2014,62.96
NC311-9,OR,2014,OR_2014,118.25
NC317-12,OR,2014,OR_2014,56.57
NCJ100-7,OR,2014,OR_2014,96.19
NCJ106-2,OR,2014,OR_2014,85.97
NCJ107-6,OR,2014,OR_2014,123.04
ND7799c-1,OR,2014,OR_2014,103.86
ND7799c-1,OR,2014,OR_2014,107.06
NDA081453CAB-2C,OR,2014,OR_2014,54.33
NDTX060700C-1W,OR,2014,OR_2014,11.82
NDTX060700C-1W,OR,2014,OR_2014,18.22
NDTX071109C-1W,OR,2014,OR_2014,56.89
NDTX091908AB-2W,OR,2014,OR_2014,57.84
NDTX091908AB-2W,OR,2014,OR_2014,72.55
NDTX102557-1W,OR,2014,OR_2014,48.9
NY152,OR,2014,OR_2014,131.03
NY152,OR,2014,OR_2014,141.26
NY154,OR,2014,OR_2014,150.84
NY156,OR,2014,OR_2014,98.75
NY156,OR,2014,OR_2014,100.67
NY158,OR,2014,OR_2014,143.49
NY162,OR,2014,OR_2014,112.49
NYJ112-2,OR,2014,OR_2014,72.87
NYJ112-2,OR,2014,OR_2014,117.93
NYK27-1,OR,2014,OR_2014,100.99
NYK27-3,OR,2014,OR_2014,107.38
NYK28-18,OR,2014,OR_2014,124
NYWJ11-5,OR,2014,OR_2014,98.75
NYWJ11-5,OR,2014,OR_2014,132.63
Snowden,OR,2014,OR_2014,101.95
Snowden,OR,2014,OR_2014,114.41
Snowden,OR,2014,OR_2014,114.41
Snowden,OR,2014,OR_2014,134.55
Snowden,OR,2014,OR_2014,134.55
TX09396-1W,OR,2014,OR_2014,94.92
TX09396-1W,OR,2014,OR_2014,96.19
TX09403-14W,OR,2014,OR_2014,72.55
W6822-3,OR,2014,OR_2014,77.34
W6822-3,OR,2014,OR_2014,109.3
W9200-13,OR,2014,OR_2014,82.13
W9200-13,OR,2014,OR_2014,99.07
W9306-1,OR,2014,OR_2014,67.75
W9306-1,OR,2014,OR_2014,73.5
W9827-7Y,OR,2014,OR_2014,74.46
W9871-4,OR,2014,OR_2014,112.49
W9871-6,OR,2014,OR_2014,120.48
W9874-3,OR,2014,OR_2014,114.09
W9891-1,OR,2014,OR_2014,110.9
W9905-3,OR,2014,OR_2014,54.01
W9905-6,OR,2014,OR_2014,66.15
W9905-7,OR,2014,OR_2014,71.91
W9922-5,OR,2014,OR_2014,96.51
W9967-16,OR,2014,OR_2014,44.74
W9967-4,OR,2014,OR_2014,60.4
W9967-5,OR,2014,OR_2014,92.68
W9968-2,OR,2014,OR_2014,76.7
W9968-3,OR,2014,OR_2014,100.03
W9968-5,OR,2014,OR_2014,109.62
A00188-3C,OR,2015,OR_2015,89.48
A00188-3C,OR,2015,OR_2015,91.4
A01143-3C,OR,2015,OR_2015,113.13
A01143-3C,OR,2015,OR_2015,152.76
AF4648-2,OR,2015,OR_2015,94.6
AF4648-2,OR,2015,OR_2015,95.56
AF5033-13,OR,2015,OR_2015,47.62
AF5033-13,OR,2015,OR_2015,77.02
AF5040-8,OR,2015,OR_2015,98.11
AF5040-8,OR,2015,OR_2015,100.35
AF5153-11,OR,2015,OR_2015,89.48
AF5153-11,OR,2015,OR_2015,97.15
AF5281-4,OR,2015,OR_2015,57.53
AF5281-4,OR,2015,OR_2015,68.07
AF5392-8,OR,2015,OR_2015,88.21
AF5393-1,OR,2015,OR_2015,85.97
AF5432-5,OR,2015,OR_2015,70.31
AF5432-5,OR,2015,OR_2015,79.58
AF5445-2,OR,2015,OR_2015,95.88
AF5446-11,OR,2015,OR_2015,91.72
AF5446-11,OR,2015,OR_2015,91.72
AF5450-7,OR,2015,OR_2015,124.96
AF5484-3,OR,2015,OR_2015,93.64
AF5583-3,OR,2015,OR_2015,88.84
AFW5039-1,OR,2015,OR_2015,98.75
AFW5039-1,OR,2015,OR_2015,158.51
AOR09034-3,OR,2015,OR_2015,139.66
Atlantic,OR,2015,OR_2015,101.95
Atlantic,OR,2015,OR_2015,104.82
Atlantic,OR,2015,OR_2015,144.45
Atlantic,OR,2015,OR_2015,150.52
B2842-1,OR,2015,OR_2015,150.84
B2842-1,OR,2015,OR_2015,155.64
B2869-29,OR,2015,OR_2015,79.9
B2869-29,OR,2015,OR_2015,82.77
B2895-8,OR,2015,OR_2015,85.33
B2895-8,OR,2015,OR_2015,86.29
B2904-2,OR,2015,OR_2015,107.06
B2904-2,OR,2015,OR_2015,112.17
B2947-8,OR,2015,OR_2015,80.85
B2947-8,OR,2015,OR_2015,121.12
B2950-2,OR,2015,OR_2015,85.97
B2950-2,OR,2015,OR_2015,92.36
B2950-3,OR,2015,OR_2015,56.57
B2950-3,OR,2015,OR_2015,59.76
B2981-5,OR,2015,OR_2015,50.49
B2981-5,OR,2015,OR_2015,101.63
B3000-1,OR,2015,OR_2015,52.73
B3000-1,OR,2015,OR_2015,77.34
B3005-7,OR,2015,OR_2015,92.04
B3005-7,OR,2015,OR_2015,109.3
B3012-1,OR,2015,OR_2015,123.36
BNC311-4,OR,2015,OR_2015,66.47
BNC311-4,OR,2015,OR_2015,77.34
BNC366-1,OR,2015,OR_2015,55.61
BNC366-1,OR,2015,OR_2015,63.28
BNC371-2,OR,2015,OR_2015,108.66
BNC371-2,OR,2015,OR_2015,111.54
CO07070-10W,OR,2015,OR_2015,80.22
CO07070-10W,OR,2015,OR_2015,83.09
CO07070-13W,OR,2015,OR_2015,77.02
CO07070-13W,OR,2015,OR_2015,83.09
Lamoka,OR,2015,OR_2015,74.46
Lamoka,OR,2015,OR_2015,91.08
Lamoka,OR,2015,OR_2015,116.33
MSS428-2,OR,2015,OR_2015,110.26
MSS428-2,OR,2015,OR_2015,124.64
MST191-2Y,OR,2015,OR_2015,112.81
MST191-2Y,OR,2015,OR_2015,116.33
MSV030-4,OR,2015,OR_2015,61.04
MSV030-4,OR,2015,OR_2015,74.78
MSV241-2,OR,2015,OR_2015,108.66
MSV241-2,OR,2015,OR_2015,119.21
MSV358-3,OR,2015,OR_2015,99.07
MSV358-3,OR,2015,OR_2015,126.88
MSV380-1,OR,2015,OR_2015,67.75
MSV498-1,OR,2015,OR_2015,81.49
MSV498-1,OR,2015,OR_2015,106.74
MSW075-1,OR,2015,OR_2015,144.45
MSW168-2,OR,2015,OR_2015,116.01
MSW299-2,OR,2015,OR_2015,92.04
MSW485-2,OR,2015,OR_2015,129.75
MSW509-5,OR,2015,OR_2015,58.8
MSW509-5,OR,2015,OR_2015,79.9
MSX240-3,OR,2015,OR_2015,73.5
MSX540-4,OR,2015,OR_2015,114.41
MSX540-4,OR,2015,OR_2015,121.76
MSZ222-19,OR,2015,OR_2015,62.32
NC252-49,OR,2015,OR_2015,94.28
NC317-12,OR,2015,OR_2015,112.49
NC317-12,OR,2015,OR_2015,123.68
NC371-3,OR,2015,OR_2015,80.54
ND113394CAB-7,OR,2015,OR_2015,33.56
NDA081453CAB-2C,OR,2015,OR_2015,84.69
NDA081453CAB-2C,OR,2015,OR_2015,92.68
NDTX071109C-1W,OR,2015,OR_2015,47.62
NDTX071109C-1W,OR,2015,OR_2015,85.01
NY154,OR,2015,OR_2015,126.88
NY154,OR,2015,OR_2015,131.35
NY162,OR,2015,OR_2015,112.49
NY162,OR,2015,OR_2015,140.94
NYK27-3,OR,2015,OR_2015,140.62
NYK27-3,OR,2015,OR_2015,186.32
NYK28-18,OR,2015,OR_2015,113.13
NYK28-18,OR,2015,OR_2015,126.56
NYL17-3,OR,2015,OR_2015,78.94
NYL2-12,OR,2015,OR_2015,103.23
NYL7-2,OR,2015,OR_2015,124
NYL8-12,OR,2015,OR_2015,128.47
Pike,OR,2015,OR_2015,75.74
Pike,OR,2015,OR_2015,85.01
Pike,OR,2015,OR_2015,89.8
Snowden,OR,2015,OR_2015,84.69
Snowden,OR,2015,OR_2015,126.88
Snowden,OR,2015,OR_2015,153.72
Snowden,OR,2015,OR_2015,164.91
TX09403-14W,OR,2015,OR_2015,69.35
TX09403-14W,OR,2015,OR_2015,97.47
W10128-1,OR,2015,OR_2015,124.96
W10129-4,OR,2015,OR_2015,62
W9891-1,OR,2015,OR_2015,104.5
W9891-1,OR,2015,OR_2015,108.34
W9905-3,OR,2015,OR_2015,39.95
W9905-3,OR,2015,OR_2015,44.74
W9905-7,OR,2015,OR_2015,54.65
W9905-7,OR,2015,OR_2015,79.58
W9968-5,OR,2015,OR_2015,122.72
W9968-5,OR,2015,OR_2015,137.42
A00188-3C,WI,2012,WI_2012,62.13
A00188-3C,WI,2012,WI_2012,78.85
A01143-3C,WI,2012,WI_2012,64.52
A01143-3C,WI,2012,WI_2012,69.3
A03440-2C,WI,2012,WI_2012,74.07
A07117-2C,WI,2012,WI_2012,40.62
AC00206-2W,WI,2012,WI_2012,40.62
AC00206-2W,WI,2012,WI_2012,40.62
AC01151-5W,WI,2012,WI_2012,57.35
AC01151-5W,WI,2012,WI_2012,74.07
AC03452-2W,WI,2012,WI_2012,76.46
AC03452-2W,WI,2012,WI_2012,95.58
AC05153-1W,WI,2012,WI_2012,47.79
AC05153-1W,WI,2012,WI_2012,47.79
Accumulator,WI,2012,WI_2012,66.91
Accumulator,WI,2012,WI_2012,102.75
AF4157-6,WI,2012,WI_2012,57.35
AF4157-6,WI,2012,WI_2012,64.52
AF4442-4,WI,2012,WI_2012,64.52
AF4552-5,WI,2012,WI_2012,62.13
AF4573-2,WI,2012,WI_2012,54.96
AF4640-1,WI,2012,WI_2012,71.68
AF4648-2,WI,2012,WI_2012,57.35
AF4648-2,WI,2012,WI_2012,66.91
AF4736-10,WI,2012,WI_2012,66.91
AF4740-1,WI,2012,WI_2012,69.3
AF4747-5,WI,2012,WI_2012,43.01
AF4971-3,WI,2012,WI_2012,57.35
AF4975-3,WI,2012,WI_2012,54.96
Atlantic,WI,2012,WI_2012,69.3
Atlantic,WI,2012,WI_2012,69.3
Atlantic,WI,2012,WI_2012,71.68
Atlantic,WI,2012,WI_2012,81.24
CO00270-7W,WI,2012,WI_2012,45.4
CO00270-7W,WI,2012,WI_2012,47.79
CO02024-9W,WI,2012,WI_2012,64.52
CO02024-9W,WI,2012,WI_2012,76.46
CO02033-1W,WI,2012,WI_2012,45.4
CO02033-1W,WI,2012,WI_2012,66.91
CO03243-3W,WI,2012,WI_2012,64.52
CO03243-3W,WI,2012,WI_2012,69.3
CO05061-2P,WI,2012,WI_2012,54.96
CO05061-2P,WI,2012,WI_2012,64.52
CO05061-6W,WI,2012,WI_2012,47.79
CO05061-6W,WI,2012,WI_2012,57.35
Lelah,WI,2012,WI_2012,35.84
Lelah,WI,2012,WI_2012,52.57
Lelah,WI,2012,WI_2012,62.13
Lelah,WI,2012,WI_2012,62.13
Lelah,WI,2012,WI_2012,64.52
Manistee,WI,2012,WI_2012,57.35
Manistee,WI,2012,WI_2012,62.13
MegaChip,WI,2012,WI_2012,71.68
MegaChip,WI,2012,WI_2012,76.46
MSH228-6,WI,2012,WI_2012,76.46
MSH228-6,WI,2012,WI_2012,76.46
MSL007-B,WI,2012,WI_2012,52.57
MSL007-B,WI,2012,WI_2012,59.74
MSM246-B,WI,2012,WI_2012,38.23
MSM246-B,WI,2012,WI_2012,52.57
MSP239-1,WI,2012,WI_2012,52.57
MSP270-1,WI,2012,WI_2012,50.18
MSQ035-3,WI,2012,WI_2012,57.35
MSQ035-3,WI,2012,WI_2012,64.52
MSQ086-3,WI,2012,WI_2012,83.63
MSQ086-3,WI,2012,WI_2012,90.8
MSQ089-1,WI,2012,WI_2012,59.74
MSQ089-1,WI,2012,WI_2012,62.13
MSQ492-2,WI,2012,WI_2012,64.52
MSR036-5,WI,2012,WI_2012,50.18
MSR036-5,WI,2012,WI_2012,52.57
MSR058-1,WI,2012,WI_2012,66.91
MSR058-1,WI,2012,WI_2012,74.07
MSR127-2,WI,2012,WI_2012,76.46
MSR127-2,WI,2012,WI_2012,95.58
MSR128-4Y,WI,2012,WI_2012,57.35
MSR128-4Y,WI,2012,WI_2012,57.35
MSR148-4,WI,2012,WI_2012,59.74
MSR148-4,WI,2012,WI_2012,66.91
MSR157-1Y,WI,2012,WI_2012,35.84
MSR157-1Y,WI,2012,WI_2012,54.96
MSR169-8Y,WI,2012,WI_2012,57.35
MSR169-8Y,WI,2012,WI_2012,62.13
MSS108-1,WI,2012,WI_2012,59.74
MSS165-2Y,WI,2012,WI_2012,74.07
MSS165-2Y,WI,2012,WI_2012,76.46
MSS297-3,WI,2012,WI_2012,35.84
MSS297-3,WI,2012,WI_2012,43.01
MSS428-2,WI,2012,WI_2012,69.3
MST096-2Y,WI,2012,WI_2012,59.74
MST184-3,WI,2012,WI_2012,43.01
MST186-1Y,WI,2012,WI_2012,69.3
MST229-1,WI,2012,WI_2012,59.74
MST412-3,WI,2012,WI_2012,52.57
MSW163-3,WI,2012,WI_2012,40.62
MSW293-1,WI,2012,WI_2012,50.18
MSW450-1,WI,2012,WI_2012,38.23
NDA081453CAB-2C,WI,2012,WI_2012,59.74
Nicolet,WI,2012,WI_2012,71.68
Nicolet,WI,2012,WI_2012,86.02
NY148,WI,2012,WI_2012,71.68
NY148,WI,2012,WI_2012,93.19
NY152,WI,2012,WI_2012,59.74
NY152,WI,2012,WI_2012,74.07
NY153,WI,2012,WI_2012,54.96
NY153,WI,2012,WI_2012,74.07
NY154,WI,2012,WI_2012,69.3
NY154,WI,2012,WI_2012,74.07
NY156,WI,2012,WI_2012,71.68
NYJ112-2,WI,2012,WI_2012,54.96
NYJ15-7,WI,2012,WI_2012,88.41
